"time","anomaly"
20000510,0.0571716,
20000517,0.260878,
20000524,0.214199,
20000531,0.150157,
20000607,0.219395,
20000614,0.0889702,
20000621,-0.0138468,
20000628,-0.0390679,
20000705,-0.205603,
20000712,-0.00742644,
20000719,-0.136273,
20000726,-0.0194192,
20000802,-0.100912,
20000809,0.0961623,
20000816,0.315578,
20000823,0.0137633,
20000830,-0.118643,
20000906,-0.0559855,
20000913,-0.00918631,
20000920,-0.0552976,
20000927,-0.0450853,
20001004,0.007542,
20001011,-0.09591,
20001018,0.0497761,
20001025,0.0837645,
20001101,-0.0248763,
20001108,0.0627769,
20001115,-0.152063,
20001122,-0.0879856,
20001129,-0.121768,
20001206,-0.299897,
20001213,-0.342285,
20001220,-0.239059,
20001227,-0.206528,
20010103,-0.218271,
20010110,-0.145381,
20010117,-0.239934,
20010124,-0.0913637,
20010131,-0.148997,
20010207,-0.404615,
20010214,-0.149966,
20010221,-0.154248,
20010228,-0.115795,
20010307,-0.101607,
20010314,-0.0779449,
20010321,0.0958065,
20010328,0.0844745,
20010404,0.0804697,
20010411,0.159642,
20010418,0.119388,
20010425,0.169743,
20010502,0.295633,
20010509,0.328299,
20010516,0.335415,
20010523,0.469288,
20010530,0.345404,
20010606,0.171283,
20010613,0.0691534,
20010620,0.102477,
20010627,0.289344,
20010704,0.035294,
20010711,-0.13791,
20010718,-0.202327,
20010725,-0.213468,
20010801,-0.00955662,
20010808,-0.077704,
20010815,-0.0618021,
20010822,-0.128344,
20010829,-0.337364,
20010905,-0.330019,
20010912,-0.144534,
20010919,-0.193321,
20010926,-0.246722,
20011003,-0.128312,
20011010,-0.0531573,
20011017,0.0450573,
20011024,-0.11411,
20011031,0.0250121,
20011107,-0.00984697,
20011114,-0.0450634,
20011121,-0.116516,
20011128,-0.201594,
20011205,-0.212444,
20011212,-0.25158,
20011219,-0.349858,
20011226,-0.465639,
20020102,-0.487841,
20020109,-0.269886,
20020116,-0.212706,
20020123,-0.364978,
20020130,-0.356326,
20020206,-0.383522,
20020213,-0.383103,
20020220,-0.450977,
20020227,-0.340665,
20020306,-0.199498,
20020313,0.02966,
20020320,0.0020623,
20020327,0.0548192,
20020403,0.183471,
20020410,0.159791,
20020417,0.253913,
20020424,0.199956,
20020501,0.364712,
20020508,0.436116,
20020515,0.299618,
20020522,0.182295,
20020529,0.282833,
20020605,0.13527,
20020612,-0.0528024,
20020619,0.0206402,
20020626,-0.0435789,
20020703,-0.193652,
20020710,-0.183911,
20020717,-0.146459,
20020724,-0.154413,
20020731,-0.118563,
20020807,0.223815,
20020814,-0.0647683,
20020821,-0.502403,
20020828,-0.7804,
20020904,-0.340331,
20020911,-0.301684,
20020918,-0.329675,
20020925,-0.132611,
20021002,-0.214127,
20021009,-0.143356,
20021016,-0.153484,
20021023,0.0556483,
20021030,-0.0925683,
20021106,-0.292829,
20021113,-0.339308,
20021120,-0.415327,
20021127,-0.406276,
20021204,-0.108177,
20021211,-0.200749,
20021218,0.0226034,
20021225,0.134631,
20030101,0.0989986,
20030108,0.127521,
20030115,0.177622,
20030122,0.26556,
20030129,0.248575,
20030205,0.230014,
20030212,0.36758,
20030219,0.466297,
20030226,0.660062,
20030305,0.594286,
20030312,0.660553,
20030319,0.31685,
20030326,0.423925,
20030402,0.411628,
20030409,0.317185,
20030416,0.247162,
20030423,0.195081,
20030430,0.199125,
20030507,0.266316,
20030514,0.0405488,
20030521,-0.0356158,
20030528,0.0298484,
20030604,-0.0933972,
20030611,-0.410343,
20030618,-0.0904085,
20030625,0.243953,
20030702,0.116605,
20030709,0.407134,
20030716,0.219373,
20030723,0.221315,
20030730,0.383369,
20030806,0.474007,
20030813,0.440074,
20030820,0.493374,
20030827,0.371008,
20030903,0.401915,
20030910,0.264673,
20030917,0.402473,
20030924,0.338539,
20031001,0.428107,
20031008,0.369388,
20031015,0.330407,
20031022,0.411893,
20031029,0.420724,
20031105,0.518503,
20031112,0.510326,
20031119,0.380387,
20031126,0.451354,
20031203,0.337991,
20031210,0.5338,
20031217,0.439579,
20031224,0.559549,
20031231,0.33319,
20040107,0.221785,
20040114,0.297162,
20040121,0.19958,
20040128,0.300804,
20040204,0.0905729,
20040211,-0.03007,
20040218,-0.0796018,
20040225,-0.119777,
20040303,-0.182444,
20040310,-0.162522,
20040317,-0.284585,
20040324,-0.39321,
20040331,-0.411847,
20040407,-0.509546,
20040414,-0.56451,
20040421,-0.415244,
20040428,-0.501536,
20040505,-0.335672,
20040512,-0.472958,
20040519,-0.474959,
20040526,-0.301946,
20040602,-0.136753,
20040609,-0.278178,
20040616,-0.386777,
20040623,-0.36921,
20040630,-0.333971,
20040707,-0.362641,
20040714,-0.0628392,
20040721,0.0475794,
20040728,0.0467509,
20040804,-0.0408923,
20040811,0.102694,
20040818,0.00806659,
20040825,-0.0316372,
20040901,0.298093,
20040908,0.150978,
20040915,0.229077,
20040922,0.0156096,
20040929,0.157135,
20041006,-0.122017,
20041013,-0.262416,
20041020,-0.188871,
20041027,-0.221307,
20041103,-0.213214,
20041110,-0.133358,
20041117,-0.0449403,
20041124,0.0834089,
20041201,0.176056,
20041208,0.240637,
20041215,0.109845,
20041222,0.227999,
20041229,0.173675,
20050105,0.339348,
20050112,0.448601,
20050119,0.460276,
20050126,0.608661,
20050202,0.616269,
20050209,0.43414,
20050216,0.618302,
20050223,0.491205,
20050302,0.592381,
20050309,0.441445,
20050316,0.313718,
20050323,0.466065,
20050330,0.311056,
20050406,0.29982,
20050413,-0.21083,
20050420,0.0548009,
20050427,-0.0988829,
20050504,0.0447275,
20050511,-0.254191,
20050518,-0.433668,
20050525,-0.308452,
20050601,-0.537362,
20050608,-0.51955,
20050615,-0.499258,
20050622,-0.547028,
20050629,-0.38238,
20050706,-0.482994,
20050713,-0.380024,
20050720,-0.323301,
20050727,-0.275539,
20050803,-0.119102,
20050810,-0.107187,
20050817,-0.166481,
20050824,-0.131235,
20050831,-0.297916,
20050907,-0.198385,
20050914,-0.150737,
20050921,0.0132079,
20050928,-0.0423748,
20051005,-0.100352,
20051012,-0.152741,
20051019,0.0654736,
20051026,0.0227813,
20051102,0.0971999,
20051109,-0.0129005,
20051116,-0.136869,
20051123,-0.119844,
20051130,-0.121371,
20051207,-0.170908,
20051214,-0.101027,
20051221,-0.0548536,
20051228,-0.196882,
20060104,-0.261153,
20060111,-0.280559,
20060118,-0.195526,
20060125,-0.133572,
20060201,0.0326825,
20060208,-0.0214093,
20060215,0.193945,
20060222,0.307123,
20060301,0.592774,
20060308,0.50131,
20060315,0.44482,
20060322,0.187933,
20060329,0.292652,
20060405,0.249015,
20060412,0.398041,
20060419,0.2919,
20060426,0.175113,
20060503,0.29197,
20060510,0.156078,
20060517,0.302145,
20060524,0.367583,
20060531,0.466053,
20060607,0.356653,
20060614,0.507329,
20060621,0.333873,
20060628,0.487416,
20060705,0.308345,
20060712,0.334487,
20060719,0.347526,
20060726,0.210337,
20060802,0.200966,
20060809,0.272183,
20060816,0.091405,
20060823,0.161176,
20060830,0.185402,
20060906,0.213119,
20060913,0.202951,
20060920,0.0485788,
20060927,0.120429,
20061004,0.0806819,
20061011,0.0195626,
20061018,0.198573,
20061025,0.0348425,
20061101,0.11152,
20061108,0.0918375,
20061115,0.107509,
20061122,-0.0989671,
20061129,0.1302,
20061206,0.208723,
